892;" N 53° 29' 20"" ";" E 008° 36' 17"" "; 28.02.2022 ; 09:50 ;216688;" N 53° 34' 21"" ";" E 008° 21' 49"" "; 28.02.2022 ; 11:47 ;216733;1;" """"";
893;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 28.02.2022 ; 12:25 ;216733;" N 53° 34' 29"" ";" E 008° 21' 45"" "; 28.02.2022 ; 12:26 ;216733;0;" """"";
894;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 28.02.2022 ; 12:39 ;216733;" N 53° 34' 24"" ";" E 008° 21' 35"" "; 28.02.2022 ; 12:40 ;216734;0;" """"";
895;" N 53° 34' 22"" ";" E 008° 21' 38"" "; 28.02.2022 ; 12:44 ;216734;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 28.02.2022 ; 12:53 ;216735;0;" """"";
896;" N 53° 34' 29"" ";" E 008° 21' 44"" "; 28.02.2022 ; 13:53 ;216735;" N 53° 29' 32"" ";" E 008° 29' 19"" "; 28.02.2022 ; 14:11 ;216751;1;" """"";
897;" N 53° 29' 30"" ";" E 008° 29' 19"" "; 28.02.2022 ; 15:43 ;216751;" N 53° 29' 30"" ";" E 008° 29' 19"" "; 28.02.2022 ; 15:44 ;216751;1;" """"";
898;" N 53° 29' 29"" ";" E 008° 29' 19"" "; 28.02.2022 ; 16:09 ;216751;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 28.02.2022 ; 17:10 ;216782;1;" """"";
899;" N 53° 34' 23"" ";" E 008° 21' 50"" "; 01.03.2022 ; 14:06 ;216782;" N 53° 29' 11"" ";" E 008° 28' 02"" "; 01.03.2022 ; 14:22 ;216798;1;" """"";
900;" N 53° 29' 11"" ";" E 008° 28' 02"" "; 01.03.2022 ; 17:30 ;216798;" N 53° 29' 07"" ";" E 008° 29' 07"" "; 01.03.2022 ; 17:35 ;216800;1;" """"";
901;" N 53° 29' 07"" ";" E 008° 29' 07"" "; 01.03.2022 ; 17:42 ;216800;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 01.03.2022 ; 18:04 ;216817;1;" """"";
902;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 01.03.2022 ; 18:38 ;216817;" N 53° 34' 54"" ";" E 008° 15' 53"" "; 01.03.2022 ; 18:48 ;216827;1;" """"";
903;" N 53° 34' 55"" ";" E 008° 15' 54"" "; 01.03.2022 ; 20:00 ;216827;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 01.03.2022 ; 20:23 ;216854;1;" """"";
904;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 02.03.2022 ; 07:33 ;216854;" N 53° 19' 31"" ";" E 008° 28' 46"" "; 02.03.2022 ; 08:22 ;216896;1;" """"";
905;" N 53° 19' 31"" ";" E 008° 28' 46"" "; 02.03.2022 ; 09:18 ;216896;" N 53° 19' 59"" ";" E 008° 27' 39"" "; 02.03.2022 ; 09:24 ;216899;1;" """"";
906;" N 53° 19' 59"" ";" E 008° 27' 38"" "; 02.03.2022 ; 09:50 ;216899;" N 53° 19' 55"" ";" E 008° 27' 28"" "; 02.03.2022 ; 10:01 ;216899;1;" """"";
907;" N 53° 19' 55"" ";" E 008° 27' 29"" "; 02.03.2022 ; 10:10 ;216899;" N 53° 19' 50"" ";" E 008° 28' 48"" "; 02.03.2022 ; 10:20 ;216903;1;" """"";
908;" N 53° 19' 50"" ";" E 008° 28' 48"" "; 02.03.2022 ; 10:31 ;216903;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 02.03.2022 ; 11:19 ;216946;1;" """"";
909;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 02.03.2022 ; 11:29 ;216946;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 02.03.2022 ; 11:45 ;216946;0;" """"";
910;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 02.03.2022 ; 18:07 ;216946;" N 53° 34' 35"" ";" E 008° 21' 34"" "; 02.03.2022 ; 18:09 ;216947;0;" """"";
911;" N 53° 34' 35"" ";" E 008° 21' 34"" "; 02.03.2022 ; 18:27 ;216947;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 02.03.2022 ; 18:28 ;216947;0;" """"";
912;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 02.03.2022 ; 20:30 ;216947;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 02.03.2022 ; 20:32 ;216947;0;" """"";
913;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 03.03.2022 ; 08:52 ;216947;" N 53° 34' 35"" ";" E 008° 21' 34"" "; 03.03.2022 ; 09:08 ;216959;1;" """"";
914;" N 53° 34' 35"" ";" E 008° 21' 34"" "; 03.03.2022 ; 09:12 ;216959;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 03.03.2022 ; 09:14 ;216960;0;" """"";
915;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 03.03.2022 ; 11:19 ;216960;" N 53° 34' 28"" ";" E 008° 21' 45"" "; 03.03.2022 ; 11:26 ;216960;0;" """"";
916;" N 53° 34' 30"" ";" E 008° 21' 44"" "; 03.03.2022 ; 12:54 ;216960;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 03.03.2022 ; 13:08 ;216966;0;" """"";
917;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 03.03.2022 ; 13:25 ;216966;" N 53° 13' 32"" ";" E 008° 35' 38"" "; 03.03.2022 ; 14:19 ;217031;1;" """"";
918;" N 53° 13' 32"" ";" E 008° 35' 38"" "; 03.03.2022 ; 16:44 ;217031;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 03.03.2022 ; 17:55 ;217101;1;" """"";
919;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 04.03.2022 ; 07:25 ;217101;" N 53° 13' 31"" ";" E 008° 35' 38"" "; 04.03.2022 ; 08:26 ;217169;1;" """"";
920;" N 53° 13' 32"" ";" E 008° 35' 37"" "; 04.03.2022 ; 09:07 ;217169;" N 53° 13' 32"" ";" E 008° 35' 37"" "; 04.03.2022 ; 09:24 ;217169;1;" """"";
921;" N 53° 13' 32"" ";" E 008° 35' 37"" "; 04.03.2022 ; 10:18 ;217169;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 04.03.2022 ; 11:37 ;217236;1;" """"";
922;" N 53° 34' 23"" ";" E 008° 21' 50"" "; 04.03.2022 ; 12:35 ;217236;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 04.03.2022 ; 12:48 ;217247;0;" """"";
923;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 04.03.2022 ; 13:09 ;217247;" N 53° 34' 26"" ";" E 008° 21' 46"" "; 04.03.2022 ; 13:10 ;217247;0;" """"";
924;" N 53° 34' 25"" ";" E 008° 21' 47"" "; 04.03.2022 ; 15:05 ;217247;" N 53° 34' 23"" ";" E 008° 21' 51"" "; 04.03.2022 ; 15:06 ;217248;0;" """"";
925;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 04.03.2022 ; 17:32 ;217248;" N 53° 35' 21"" ";" E 008° 16' 37"" "; 04.03.2022 ; 17:48 ;217267;0;" """"";
926;" N 53° 35' 22"" ";" E 008° 16' 35"" "; 04.03.2022 ; 21:14 ;217267;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 04.03.2022 ; 21:19 ;217276;0;" """"";
927;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 04.03.2022 ; 22:32 ;217276;" N 53° 34' 21"" ";" E 008° 21' 49"" "; 04.03.2022 ; 22:58 ;217304;0;" """"";
928;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 05.03.2022 ; 07:59 ;217304;" N 53° 34' 31"" ";" E 008° 21' 43"" "; 05.03.2022 ; 08:00 ;217305;0;" """"";
929;" N 53° 34' 31"" ";" E 008° 21' 43"" "; 05.03.2022 ; 09:28 ;217305;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 05.03.2022 ; 09:30 ;217305;0;" """"";
930;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 05.03.2022 ; 09:47 ;217305;" N 53° 32' 50"" ";" E 008° 34' 48"" "; 05.03.2022 ; 10:26 ;217353;0;" """"";
931;" N 53° 32' 53"" ";" E 008° 34' 49"" "; 05.03.2022 ; 11:01 ;217353;" N 53° 37' 07"" ";" E 008° 39' 33"" "; 05.03.2022 ; 11:18 ;217368;0;" """"";
932;" N 53° 37' 07"" ";" E 008° 39' 33"" "; 05.03.2022 ; 11:45 ;217368;" N 53° 32' 48"" ";" E 008° 35' 43"" "; 05.03.2022 ; 12:00 ;217382;0;" """"";
933;" N 53° 32' 48"" ";" E 008° 35' 42"" "; 05.03.2022 ; 12:11 ;217382;" N 53° 31' 43"" ";" E 008° 37' 26"" "; 05.03.2022 ; 12:21 ;217387;0;" """"";
934;" N 53° 31' 43"" ";" E 008° 37' 26"" "; 05.03.2022 ; 13:36 ;217387;" N 53° 32' 29"" ";" E 008° 34' 46"" "; 05.03.2022 ; 13:58 ;217394;0;" """"";
935;" N 53° 32' 29"" ";" E 008° 34' 46"" "; 05.03.2022 ; 14:45 ;217394;" N 53° 32' 53"" ";" E 008° 34' 49"" "; 05.03.2022 ; 14:53 ;217396;0;" """"";
936;" N 53° 32' 53"" ";" E 008° 34' 49"" "; 05.03.2022 ; 15:25 ;217396;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 05.03.2022 ; 16:07 ;217445;0;" """"";
937;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 05.03.2022 ; 17:15 ;217445;" N 53° 34' 31"" ";" E 008° 21' 43"" "; 05.03.2022 ; 17:16 ;217445;0;" """"";
938;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 05.03.2022 ; 18:33 ;217445;" N 53° 34' 54"" ";" E 008° 15' 53"" "; 05.03.2022 ; 18:42 ;217455;0;" """"";
939;" N 53° 34' 54"" ";" E 008° 15' 53"" "; 05.03.2022 ; 19:39 ;217455;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 05.03.2022 ; 19:57 ;217465;0;" """"";
940;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 06.03.2022 ; 11:41 ;217465;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 06.03.2022 ; 11:43 ;217465;0;" """"";
941;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 06.03.2022 ; 13:47 ;217465;" N 53° 34' 21"" ";" E 008° 21' 49"" "; 06.03.2022 ; 13:50 ;217466;0;" """"";
942;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 06.03.2022 ; 14:52 ;217466;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 06.03.2022 ; 14:53 ;217466;0;" """"";
943;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 06.03.2022 ; 16:22 ;217466;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 06.03.2022 ; 17:18 ;217473;1;" """"";
944;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 07.03.2022 ; 06:59 ;217473;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 07.03.2022 ; 07:10 ;217474;0;" """"";
945;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 07.03.2022 ; 07:38 ;217474;" N 53° 34' 31"" ";" E 008° 21' 43"" "; 07.03.2022 ; 07:39 ;217475;0;" """"";
946;" N 53° 34' 26"" ";" E 008° 21' 47"" "; 07.03.2022 ; 08:47 ;217475;" N 53° 34' 26"" ";" E 008° 21' 47"" "; 07.03.2022 ; 08:47 ;217475;0;" """"";
947;" N 00° 00' 00"" ";" E 000° 00' 00"" "; 07.03.2022 ; 08:54 ;217475;" N 00° 00' 00"" ";" E 000° 00' 00"" "; 07.03.2022 ; 08:54 ;217475;0;" """"";
948;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 07.03.2022 ; 12:04 ;217475;" N 53° 30' 44"" ";" E 008° 30' 35"" "; 07.03.2022 ; 12:30 ;217490;1;" """"";
949;" N 53° 30' 44"" ";" E 008° 30' 34"" "; 07.03.2022 ; 13:13 ;217490;" N 53° 29' 36"" ";" E 008° 27' 46"" "; 07.03.2022 ; 13:47 ;217497;1;" """"";
950;" N 53° 29' 36"" ";" E 008° 27' 46"" "; 07.03.2022 ; 13:53 ;217497;" N 53° 29' 56"" ";" E 008° 28' 40"" "; 07.03.2022 ; 15:07 ;217509;0;" """"";
951;" N 53° 29' 56"" ";" E 008° 28' 40"" "; 07.03.2022 ; 15:19 ;217509;" N 53° 29' 36"" ";" E 008° 27' 46"" "; 07.03.2022 ; 15:25 ;217511;0;" """"";
952;" N 53° 29' 38"" ";" E 008° 27' 45"" "; 07.03.2022 ; 16:26 ;217511;" N 53° 30' 12"" ";" E 008° 28' 21"" "; 07.03.2022 ; 16:31 ;217514;0;" """"";
953;" N 53° 30' 12"" ";" E 008° 28' 20"" "; 07.03.2022 ; 16:39 ;217514;" N 53° 29' 36"" ";" E 008° 27' 46"" "; 07.03.2022 ; 16:45 ;217516;0;" """"";
954;" N 53° 29' 36"" ";" E 008° 27' 46"" "; 07.03.2022 ; 16:48 ;217516;" N 53° 29' 11"" ";" E 008° 28' 51"" "; 07.03.2022 ; 16:54 ;217519;0;" """"";
955;" N 53° 29' 11"" ";" E 008° 28' 52"" "; 07.03.2022 ; 20:14 ;217519;" N 53° 34' 54"" ";" E 008° 15' 53"" "; 07.03.2022 ; 20:47 ;217547;0;" """"";
956;" N 53° 34' 55"" ";" E 008° 15' 55"" "; 07.03.2022 ; 22:00 ;217547;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 07.03.2022 ; 22:09 ;217557;0;" """"";
957;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 08.03.2022 ; 07:27 ;217557;" N 53° 34' 29"" ";" E 008° 21' 44"" "; 08.03.2022 ; 07:28 ;217557;0;" """"";
958;" N 53° 34' 27"" ";" E 008° 21' 46"" "; 08.03.2022 ; 08:46 ;217557;" N 53° 34' 23"" ";" E 008° 21' 50"" "; 08.03.2022 ; 08:47 ;217558;0;" """"";
959;" N 53° 34' 24"" ";" E 008° 21' 49"" "; 08.03.2022 ; 08:55 ;217558;" N 53° 34' 24"" ";" E 008° 21' 49"" "; 08.03.2022 ; 08:56 ;217558;0;" """"";
960;" N 53° 34' 25"" ";" E 008° 21' 47"" "; 08.03.2022 ; 09:28 ;217558;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 08.03.2022 ; 09:29 ;217558;0;" """"";
961;" N 53° 34' 28"" ";" E 008° 21' 41"" "; 08.03.2022 ; 09:41 ;217558;" N 53° 34' 24"" ";" E 008° 21' 49"" "; 08.03.2022 ; 09:42 ;217559;0;" """"";
962;" N 00° 00' 00"" ";" E 000° 00' 00"" "; 08.03.2022 ; 10:11 ;217559;" N 00° 00' 00"" ";" E 000° 00' 00"" "; 08.03.2022 ; 10:11 ;217559;0;" """"";
963;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 08.03.2022 ; 14:00 ;217559;" N 53° 29' 12"" ";" E 008° 28' 51"" "; 08.03.2022 ; 14:21 ;217576;1;" """"";
964;" N 53° 29' 12"" ";" E 008° 28' 51"" "; 08.03.2022 ; 18:35 ;217576;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 08.03.2022 ; 19:05 ;217593;1;" """"";
965;" N 53° 34' 23"" ";" E 008° 21' 50"" "; 08.03.2022 ; 19:16 ;217593;" N 53° 34' 55"" ";" E 008° 15' 55"" "; 08.03.2022 ; 19:25 ;217603;1;" """"";
966;" N 53° 34' 55"" ";" E 008° 15' 54"" "; 08.03.2022 ; 21:35 ;217603;" N 53° 34' 23"" ";" E 008° 21' 50"" "; 08.03.2022 ; 21:46 ;217613;1;" """"";
967;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 09.03.2022 ; 07:30 ;217613;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 09.03.2022 ; 07:31 ;217613;0;" """"";
968;" N 53° 34' 31"" ";" E 008° 21' 43"" "; 09.03.2022 ; 07:46 ;217613;" N 53° 34' 39"" ";" E 008° 21' 29"" "; 09.03.2022 ; 07:47 ;217614;0;" """"";
969;" N 53° 34' 38"" ";" E 008° 21' 30"" "; 09.03.2022 ; 07:53 ;217614;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 09.03.2022 ; 07:55 ;217614;0;" """"";
970;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 09.03.2022 ; 13:00 ;217614;" N 53° 29' 36"" ";" E 008° 27' 46"" "; 09.03.2022 ; 13:42 ;217635;1;" """"";
971;" N 53° 29' 36"" ";" E 008° 27' 46"" "; 09.03.2022 ; 14:09 ;217635;" N 53° 33' 18"" ";" E 008° 42' 01"" "; 09.03.2022 ; 16:24 ;217690;1;" """"";
972;" N 53° 33' 18"" ";" E 008° 42' 01"" "; 09.03.2022 ; 16:25 ;217690;" N 53° 34' 21"" ";" E 008° 21' 49"" "; 09.03.2022 ; 18:18 ;217752;1;" """"";
973;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 10.03.2022 ; 07:46 ;217752;" N 53° 19' 41"" ";" E 008° 28' 23"" "; 10.03.2022 ; 08:15 ;217787;1;" """"";
974;" N 53° 19' 42"" ";" E 008° 28' 22"" "; 10.03.2022 ; 08:29 ;217787;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 10.03.2022 ; 09:01 ;217822;1;" """"";
975;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 10.03.2022 ; 17:32 ;217822;" N 53° 34' 55"" ";" E 008° 15' 55"" "; 10.03.2022 ; 17:41 ;217832;1;" """"";
976;" N 53° 34' 55"" ";" E 008° 15' 53"" "; 10.03.2022 ; 19:23 ;217832;" N 53° 31' 20"" ";" E 008° 31' 14"" "; 10.03.2022 ; 19:40 ;217855;1;" """"";
977;" N 53° 31' 19"" ";" E 008° 31' 14"" "; 10.03.2022 ; 20:15 ;217855;" N 53° 34' 21"" ";" E 008° 21' 49"" "; 10.03.2022 ; 20:30 ;217869;1;" """"";
978;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 11.03.2022 ; 16:37 ;217869;" N 53° 29' 39"" ";" E 008° 28' 28"" "; 11.03.2022 ; 16:50 ;217884;1;" """"";
979;" N 53° 29' 39"" ";" E 008° 28' 28"" "; 11.03.2022 ; 18:29 ;217884;" N 53° 34' 21"" ";" E 008° 21' 49"" "; 11.03.2022 ; 18:54 ;217899;1;" """"";
980;" N 53° 34' 23"" ";" E 008° 21' 51"" "; 12.03.2022 ; 09:10 ;217899;" N 53° 34' 30"" ";" E 008° 21' 44"" "; 12.03.2022 ; 09:12 ;217900;0;" """"";
981;" N 53° 34' 27"" ";" E 008° 21' 46"" "; 12.03.2022 ; 10:37 ;217900;" N 53° 34' 31"" ";" E 008° 21' 43"" "; 12.03.2022 ; 10:42 ;217900;0;" """"";
982;" N 53° 34' 28"" ";" E 008° 21' 41"" "; 12.03.2022 ; 10:52 ;217900;" N 53° 34' 23"" ";" E 008° 21' 51"" "; 12.03.2022 ; 10:53 ;217901;0;" """"";
983;" N 53° 34' 22"" ";" E 008° 21' 52"" "; 12.03.2022 ; 11:48 ;217901;" N 53° 29' 28"" ";" E 008° 29' 10"" "; 12.03.2022 ; 12:19 ;217923;1;" """"";
984;" N 53° 29' 28"" ";" E 008° 29' 10"" "; 12.03.2022 ; 12:22 ;217923;" N 53° 29' 11"" ";" E 008° 28' 51"" "; 12.03.2022 ; 12:25 ;217924;1;" """"";
985;" N 53° 29' 11"" ";" E 008° 28' 51"" "; 12.03.2022 ; 12:37 ;217924;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 12.03.2022 ; 12:56 ;217941;1;" """"";
986;" N 00° 00' 00"" ";" E 000° 00' 00"" "; 13.03.2022 ; 13:54 ;217941;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 13.03.2022 ; 13:54 ;217941;1;" """"";
987;" N 53° 34' 21"" ";" E 008° 21' 50"" "; 14.03.2022 ; 09:46 ;217941;" N 53° 29' 12"" ";" E 008° 29' 00"" "; 14.03.2022 ; 11:19 ;217978;1;" """"";
988;" N 53° 29' 13"" ";" E 008° 29' 01"" "; 14.03.2022 ; 11:52 ;217978;" N 53° 29' 19"" ";" E 008° 36' 16"" "; 14.03.2022 ; 13:22 ;218033;1;" """"";
989;" N 53° 29' 19"" ";" E 008° 36' 16"" "; 14.03.2022 ; 13:23 ;218033;" N 53° 29' 19"" ";" E 008° 36' 16"" "; 14.03.2022 ; 13:23 ;218033;1;" """"";
990;" N 53° 29' 18"" ";" E 008° 36' 16"" "; 14.03.2022 ; 14:52 ;218033;" N 53° 29' 43"" ";" E 008° 35' 59"" "; 14.03.2022 ; 15:05 ;218035;1;" """"";
991;" N 53° 29' 43"" ";" E 008° 35' 59"" "; 14.03.2022 ; 15:07 ;218035;" N 53° 29' 43"" ";" E 008° 35' 59"" "; 14.03.2022 ; 15:07 ;218035;1;" """"";
992;" N 53° 29' 43"" ";" E 008° 35' 59"" "; 14.03.2022 ; 15:40 ;218035;" N 53° 30' 11"" ";" E 008° 28' 19"" "; 14.03.2022 ; 16:05 ;218061;0;" """"";
993;" N 53° 30' 11"" ";" E 008° 28' 19"" "; 14.03.2022 ; 16:15 ;218061;" N 53° 30' 15"" ";" E 008° 28' 34"" "; 14.03.2022 ; 16:17 ;218062;1;" """"";
994;" N 53° 30' 15"" ";" E 008° 28' 34"" "; 14.03.2022 ; 16:28 ;218062;" N 53° 30' 13"" ";" E 008° 28' 35"" "; 14.03.2022 ; 16:29 ;218062;1;" """"";
995;" N 53° 30' 12"" ";" E 008° 28' 36"" "; 14.03.2022 ; 16:34 ;218062;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 14.03.2022 ; 17:26 ;218087;1;" """"";
996;" N 53° 34' 21"" ";" E 008° 21' 49"" "; 15.03.2022 ; 12:09 ;218087;" N 53° 29' 07"" ";" E 008° 29' 08"" "; 15.03.2022 ; 12:41 ;218106;1;" """"";
997;" N 53° 29' 07"" ";" E 008° 29' 08"" "; 15.03.2022 ; 12:46 ;218106;" N 53° 13' 31"" ";" E 008° 35' 38"" "; 15.03.2022 ; 13:24 ;218155;1;" """"";
998;" N 53° 13' 32"" ";" E 008° 35' 37"" "; 15.03.2022 ; 15:53 ;218155;" N 53° 13' 43"" ";" E 008° 35' 41"" "; 15.03.2022 ; 15:55 ;218155;1;" """"";
999;" N 53° 13' 41"" ";" E 008° 35' 40"" "; 15.03.2022 ; 16:23 ;218155;" N 53° 31' 25"" ";" E 008° 31' 18"" "; 15.03.2022 ; 17:01 ;218210;1;" """"";
1000;" N 53° 31' 25"" ";" E 008° 31' 18"" "; 15.03.2022 ; 17:13 ;218210;" N 53° 34' 21"" ";" E 008° 21' 49"" "; 15.03.2022 ; 17:27 ;218223;1;" """"";
1001;" N 53° 34' 19"" ";" E 008° 21' 47"" "; 15.03.2022 ; 17:52 ;218223;" N 53° 34' 28"" ";" E 008° 21' 40"" "; 15.03.2022 ; 17:54 ;218224;1;" """"";
1002;" N 53° 34' 28"" ";" E 008° 21' 44"" "; 15.03.2022 ; 18:18 ;218224;" N 53° 34' 27"" ";" E 008° 22' 05"" "; 15.03.2022 ; 18:20 ;218225;1;" """"";
1003;" N 53° 34' 27"" ";" E 008° 22' 05"" "; 15.03.2022 ; 18:23 ;218225;" N 53° 34' 21"" ";" E 008° 21' 49"" "; 15.03.2022 ; 18:26 ;218226;1;" """"";
1004;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 16.03.2022 ; 17:41 ;218226;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 16.03.2022 ; 17:45 ;218226;1;" """"";
1005;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 16.03.2022 ; 18:25 ;218226;" N 53° 34' 21"" ";" E 008° 21' 49"" "; 16.03.2022 ; 18:28 ;218227;0;" """"";
1006;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 17.03.2022 ; 09:23 ;218227;" N 53° 34' 55"" ";" E 008° 15' 55"" "; 17.03.2022 ; 09:33 ;218237;0;" """"";
1007;" N 53° 34' 55"" ";" E 008° 15' 54"" "; 17.03.2022 ; 10:20 ;218237;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 17.03.2022 ; 10:29 ;218247;0;" """"";
1008;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 17.03.2022 ; 16:08 ;218247;" N 53° 31' 08"" ";" E 008° 32' 05"" "; 17.03.2022 ; 16:20 ;218261;1;" """"";
1009;" N 53° 31' 10"" ";" E 008° 32' 09"" "; 17.03.2022 ; 16:51 ;218261;" N 53° 30' 25"" ";" E 008° 29' 41"" "; 17.03.2022 ; 17:00 ;218266;1;" """"";
1010;" N 53° 30' 19"" ";" E 008° 29' 37"" "; 17.03.2022 ; 17:03 ;218266;" N 53° 29' 47"" ";" E 008° 27' 53"" "; 17.03.2022 ; 17:08 ;218269;1;" """"";
1011;" N 53° 29' 47"" ";" E 008° 27' 52"" "; 17.03.2022 ; 19:13 ;218269;" N 53° 29' 31"" ";" E 008° 29' 19"" "; 17.03.2022 ; 19:18 ;218272;1;" """"";
1012;" N 53° 29' 30"" ";" E 008° 29' 19"" "; 17.03.2022 ; 19:54 ;218272;" N 53° 34' 23"" ";" E 008° 21' 51"" "; 17.03.2022 ; 20:09 ;218288;1;" """"";
1013;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 18.03.2022 ; 12:21 ;218288;" N 53° 05' 28"" ";" E 008° 48' 37"" "; 18.03.2022 ; 13:15 ;218366;1;" """"";
1014;" N 53° 05' 28"" ";" E 008° 48' 37"" "; 18.03.2022 ; 13:23 ;218366;" N 53° 13' 32"" ";" E 008° 35' 37"" "; 18.03.2022 ; 13:55 ;218393;1;" """"";
1015;" N 53° 13' 32"" ";" E 008° 35' 37"" "; 18.03.2022 ; 14:20 ;218393;" N 53° 13' 32"" ";" E 008° 35' 37"" "; 18.03.2022 ; 14:21 ;218393;1;" """"";
1016;" N 53° 13' 32"" ";" E 008° 35' 37"" "; 18.03.2022 ; 15:17 ;218393;" N 53° 13' 32"" ";" E 008° 35' 37"" "; 18.03.2022 ; 15:18 ;218393;1;" """"";
1017;" N 53° 13' 32"" ";" E 008° 35' 37"" "; 18.03.2022 ; 16:55 ;218393;" N 53° 29' 46"" ";" E 008° 27' 52"" "; 18.03.2022 ; 17:33 ;218441;1;" """"";
1018;" N 53° 29' 45"" ";" E 008° 27' 53"" "; 18.03.2022 ; 18:36 ;218441;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 18.03.2022 ; 18:47 ;218457;1;" """"";
1019;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 18.03.2022 ; 19:51 ;218457;" N 53° 29' 48"" ";" E 008° 27' 53"" "; 18.03.2022 ; 20:02 ;218472;0;" """"";
1020;" N 53° 29' 48"" ";" E 008° 27' 53"" "; 18.03.2022 ; 23:15 ;218472;" N 53° 34' 21"" ";" E 008° 21' 49"" "; 18.03.2022 ; 23:34 ;218488;0;" """"";
1021;" N 53° 34' 23"" ";" E 008° 21' 51"" "; 19.03.2022 ; 11:28 ;218488;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 19.03.2022 ; 11:30 ;218489;0;" """"";
1022;" N 00° 00' 00"" ";" E 000° 00' 00"" "; 19.03.2022 ; 11:37 ;218489;" N 00° 00' 00"" ";" E 000° 00' 00"" "; 19.03.2022 ; 11:37 ;218489;0;" """"";
1023;" N 53° 34' 31"" ";" E 008° 21' 43"" "; 19.03.2022 ; 11:37 ;218489;" N 53° 35' 31"" ";" E 008° 20' 11"" "; 19.03.2022 ; 11:50 ;218492;1;" """"";
1024;" N 53° 35' 31"" ";" E 008° 20' 11"" "; 19.03.2022 ; 11:50 ;218492;" N 53° 35' 31"" ";" E 008° 20' 11"" "; 19.03.2022 ; 11:50 ;218492;1;" """"";
