626;" N 53° 31' 28"" ";" E 008° 31' 22"" "; 14.01.2022 ; 09:20 ;212505;" N 53° 34' 24"" ";" E 008° 21' 50"" "; 14.01.2022 ; 09:31 ;212519;1;" """"";
627;" N 53° 34' 24"" ";" E 008° 21' 49"" "; 14.01.2022 ; 10:15 ;212519;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 14.01.2022 ; 10:16 ;212519;0;" """"";
628;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 14.01.2022 ; 11:09 ;212519;" N 53° 34' 38"" ";" E 008° 21' 29"" "; 14.01.2022 ; 11:11 ;212520;0;" """"";
629;" N 53° 34' 38"" ";" E 008° 21' 29"" "; 14.01.2022 ; 11:12 ;212520;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 14.01.2022 ; 11:43 ;212520;0;" """"";
630;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 14.01.2022 ; 17:33 ;212520;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 14.01.2022 ; 17:37 ;212521;0;" """"";
631;" N 53° 34' 30"" ";" E 008° 21' 42"" "; 14.01.2022 ; 22:45 ;212521;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 14.01.2022 ; 22:46 ;212521;0;" """"";
632;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 15.01.2022 ; 09:09 ;212521;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 15.01.2022 ; 09:10 ;212522;0;" """"";
633;" N 00° 00' 00"" ";" E 000° 00' 00"" "; 15.01.2022 ; 15:22 ;212522;" N 00° 00' 00"" ";" E 000° 00' 00"" "; 15.01.2022 ; 15:22 ;212522;0;" """"";
634;" N 53° 34' 26"" ";" E 008° 21' 47"" "; 15.01.2022 ; 16:04 ;212522;" N 53° 34' 23"" ";" E 008° 21' 50"" "; 15.01.2022 ; 16:05 ;212522;0;" """"";
635;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 15.01.2022 ; 16:24 ;212522;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 15.01.2022 ; 16:25 ;212522;0;" """"";
636;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 15.01.2022 ; 21:17 ;212522;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 15.01.2022 ; 21:18 ;212523;0;" """"";
637;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 16.01.2022 ; 09:59 ;212523;" N 53° 34' 29"" ";" E 008° 21' 44"" "; 16.01.2022 ; 10:00 ;212523;0;" """"";
638;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 16.01.2022 ; 14:41 ;212523;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 16.01.2022 ; 15:21 ;212552;0;" """"";
639;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 16.01.2022 ; 19:31 ;212552;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 16.01.2022 ; 19:38 ;212553;0;" """"";
640;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 17.01.2022 ; 06:26 ;212553;" N 53° 31' 25"" ";" E 008° 31' 19"" "; 17.01.2022 ; 06:45 ;212566;0;" """"";
641;" N 53° 31' 26"" ";" E 008° 31' 18"" "; 17.01.2022 ; 07:36 ;212566;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 17.01.2022 ; 07:53 ;212581;0;" """"";
642;" N 53° 34' 28"" ";" E 008° 21' 45"" "; 17.01.2022 ; 08:18 ;212581;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 17.01.2022 ; 08:19 ;212581;0;" """"";
643;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 18.01.2022 ; 07:23 ;212581;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 18.01.2022 ; 07:29 ;212582;0;" """"";
644;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 18.01.2022 ; 08:32 ;212582;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 18.01.2022 ; 08:35 ;212582;0;" """"";
645;" N 53° 34' 23"" ";" E 008° 21' 51"" "; 18.01.2022 ; 08:42 ;212582;" N 53° 34' 33"" ";" E 008° 21' 41"" "; 18.01.2022 ; 08:43 ;212583;0;" """"";
646;" N 53° 34' 33"" ";" E 008° 21' 41"" "; 18.01.2022 ; 09:44 ;212583;" N 53° 34' 32"" ";" E 008° 21' 41"" "; 18.01.2022 ; 09:53 ;212584;0;" """"";
647;" N 53° 34' 33"" ";" E 008° 21' 40"" "; 18.01.2022 ; 16:42 ;212584;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 18.01.2022 ; 17:40 ;212590;0;" """"";
648;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 18.01.2022 ; 18:01 ;212590;" N 53° 11' 11"" ";" E 008° 28' 48"" "; 18.01.2022 ; 18:44 ;212645;1;" """"";
649;" N 53° 11' 11"" ";" E 008° 28' 48"" "; 18.01.2022 ; 20:27 ;212645;" N 53° 34' 21"" ";" E 008° 21' 49"" "; 18.01.2022 ; 21:10 ;212701;1;" """"";
650;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 19.01.2022 ; 06:53 ;212701;" N 53° 34' 29"" ";" E 008° 21' 45"" "; 19.01.2022 ; 06:54 ;212701;1;" """"";
651;" N 53° 34' 39"" ";" E 008° 21' 27"" "; 19.01.2022 ; 09:05 ;212702;" N 53° 34' 30"" ";" E 008° 21' 44"" "; 19.01.2022 ; 09:39 ;212708;0;" """"";
652;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 19.01.2022 ; 14:13 ;212708;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 19.01.2022 ; 14:15 ;212709;0;" """"";
653;" N 53° 34' 24"" ";" E 008° 21' 49"" "; 19.01.2022 ; 15:02 ;212709;" N 53° 29' 24"" ";" E 008° 35' 50"" "; 19.01.2022 ; 15:43 ;212753;0;" """"";
654;" N 53° 29' 24"" ";" E 008° 35' 50"" "; 19.01.2022 ; 16:18 ;212753;" N 53° 29' 26"" ";" E 008° 35' 58"" "; 19.01.2022 ; 16:20 ;212754;0;" """"";
655;" N 53° 29' 26"" ";" E 008° 35' 58"" "; 19.01.2022 ; 16:36 ;212754;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 19.01.2022 ; 17:22 ;212791;0;" """"";
656;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 19.01.2022 ; 17:55 ;212791;" N 53° 34' 23"" ";" E 008° 21' 50"" "; 19.01.2022 ; 18:03 ;212791;0;" """"";
657;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 19.01.2022 ; 18:38 ;212791;" N 52° 05' 32"" ";" E 007° 39' 24"" "; 19.01.2022 ; 21:03 ;213001;0;" """"";
658;" N 52° 05' 32"" ";" E 007° 39' 24"" "; 19.01.2022 ; 21:03 ;213001;" N 51° 05' 13"" ";" E 008° 27' 46"" "; 19.01.2022 ; 23:13 ;213188;1;" """"";
659;" N 51° 05' 13"" ";" E 008° 27' 46"" "; 20.01.2022 ; 17:09 ;213188;" N 51° 05' 13"" ";" E 008° 27' 46"" "; 20.01.2022 ; 17:11 ;213188;1;" """"";
660;" N 51° 05' 13"" ";" E 008° 27' 46"" "; 20.01.2022 ; 17:11 ;213188;" N 51° 05' 13"" ";" E 008° 27' 46"" "; 20.01.2022 ; 17:11 ;213188;1;" """"";
661;" N 51° 05' 13"" ";" E 008° 27' 46"" "; 21.01.2022 ; 12:54 ;213188;" N 51° 05' 13"" ";" E 008° 27' 45"" "; 21.01.2022 ; 12:56 ;213189;1;" """"";
662;" N 51° 05' 14"" ";" E 008° 27' 45"" "; 22.01.2022 ; 09:49 ;213189;" N 51° 11' 15"" ";" E 008° 28' 03"" "; 22.01.2022 ; 10:23 ;213212;1;" """"";
663;" N 51° 11' 15"" ";" E 008° 28' 03"" "; 22.01.2022 ; 15:36 ;213212;" N 51° 05' 13"" ";" E 008° 27' 45"" "; 22.01.2022 ; 16:13 ;213236;0;" """"";
664;" N 51° 05' 13"" ";" E 008° 27' 45"" "; 23.01.2022 ; 12:56 ;213236;" N 51° 05' 14"" ";" E 008° 27' 46"" "; 23.01.2022 ; 12:57 ;213236;0;" """"";
665;" N 51° 05' 14"" ";" E 008° 27' 46"" "; 23.01.2022 ; 14:16 ;213236;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 23.01.2022 ; 19:09 ;213631;1;" """"";
666;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 24.01.2022 ; 08:41 ;213631;" N 53° 34' 28"" ";" E 008° 21' 45"" "; 24.01.2022 ; 08:42 ;213632;0;" """"";
667;" N 53° 34' 28"" ";" E 008° 21' 41"" "; 24.01.2022 ; 11:40 ;213632;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 24.01.2022 ; 11:43 ;213633;0;" """"";
668;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 24.01.2022 ; 12:15 ;213633;" N 53° 34' 25"" ";" E 008° 21' 35"" "; 24.01.2022 ; 12:16 ;213633;0;" """"";
669;" N 53° 34' 22"" ";" E 008° 21' 38"" "; 24.01.2022 ; 12:20 ;213633;" N 53° 34' 30"" ";" E 008° 21' 44"" "; 24.01.2022 ; 12:24 ;213634;0;" """"";
670;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 24.01.2022 ; 12:40 ;213634;" N 53° 34' 21"" ";" E 008° 21' 49"" "; 24.01.2022 ; 12:42 ;213635;0;" """"";
671;" N 53° 34' 21"" ";" E 008° 21' 49"" "; 24.01.2022 ; 12:47 ;213635;" N 53° 29' 18"" ";" E 008° 27' 59"" "; 24.01.2022 ; 13:46 ;213671;1;" """"";
672;" N 53° 29' 18"" ";" E 008° 28' 00"" "; 24.01.2022 ; 14:41 ;213671;" N 53° 29' 47"" ";" E 008° 27' 53"" "; 24.01.2022 ; 14:46 ;213673;1;" """"";
673;" N 53° 29' 47"" ";" E 008° 27' 53"" "; 24.01.2022 ; 14:49 ;213673;" N 53° 29' 18"" ";" E 008° 28' 00"" "; 24.01.2022 ; 14:53 ;213675;0;" """"";
674;" N 53° 29' 18"" ";" E 008° 28' 00"" "; 24.01.2022 ; 15:13 ;213675;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 24.01.2022 ; 18:02 ;213741;1;" """"";
675;" N 53° 34' 32"" ";" E 008° 21' 41"" "; 24.01.2022 ; 19:04 ;213741;" N 53° 34' 19"" ";" E 008° 21' 48"" "; 24.01.2022 ; 19:05 ;213742;1;" """"";
676;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 25.01.2022 ; 07:14 ;213742;" N 53° 34' 28"" ";" E 008° 21' 45"" "; 25.01.2022 ; 07:15 ;213742;0;" """"";
677;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 25.01.2022 ; 11:49 ;213742;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 25.01.2022 ; 11:50 ;213742;0;" """"";
678;" N 53° 34' 23"" ";" E 008° 21' 51"" "; 25.01.2022 ; 13:03 ;213742;" N 53° 13' 32"" ";" E 008° 35' 38"" "; 25.01.2022 ; 14:00 ;213806;1;" """"";
679;" N 53° 13' 32"" ";" E 008° 35' 38"" "; 25.01.2022 ; 16:57 ;213806;" N 53° 34' 29"" ";" E 008° 21' 44"" "; 25.01.2022 ; 18:11 ;213871;1;" """"";
680;" N 53° 34' 31"" ";" E 008° 21' 43"" "; 25.01.2022 ; 19:51 ;213871;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 25.01.2022 ; 19:52 ;213871;0;" """"";
681;" N 53° 34' 23"" ";" E 008° 21' 50"" "; 26.01.2022 ; 08:06 ;213871;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 26.01.2022 ; 08:07 ;213871;0;" """"";
682;" N 00° 00' 00"" ";" E 000° 00' 00"" "; 26.01.2022 ; 09:23 ;213871;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 26.01.2022 ; 09:24 ;213872;0;" """"";
683;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 26.01.2022 ; 10:28 ;213872;" N 53° 34' 31"" ";" E 008° 21' 43"" "; 26.01.2022 ; 10:42 ;213872;0;" """"";
684;" N 53° 34' 31"" ";" E 008° 21' 43"" "; 26.01.2022 ; 10:49 ;213872;" N 53° 34' 21"" ";" E 008° 21' 49"" "; 26.01.2022 ; 10:50 ;213873;0;" """"";
685;" N 53° 34' 21"" ";" E 008° 21' 49"" "; 26.01.2022 ; 12:58 ;213873;" N 53° 31' 25"" ";" E 008° 31' 19"" "; 26.01.2022 ; 13:24 ;213886;0;" """"";
686;" N 53° 31' 25"" ";" E 008° 31' 19"" "; 26.01.2022 ; 13:30 ;213886;" N 53° 29' 11"" ";" E 008° 28' 51"" "; 26.01.2022 ; 13:39 ;213892;0;" """"";
687;" N 53° 29' 11"" ";" E 008° 28' 51"" "; 26.01.2022 ; 14:46 ;213892;" N 53° 29' 38"" ";" E 008° 27' 46"" "; 26.01.2022 ; 15:01 ;213894;0;" """"";
688;" N 53° 29' 38"" ";" E 008° 27' 46"" "; 26.01.2022 ; 15:06 ;213894;" N 53° 08' 20"" ";" E 008° 15' 20"" "; 26.01.2022 ; 16:19 ;213954;0;" """"";
689;" N 53° 08' 20"" ";" E 008° 15' 20"" "; 26.01.2022 ; 16:53 ;213954;" N 53° 11' 50"" ";" E 008° 12' 30"" "; 26.01.2022 ; 17:10 ;213969;0;" """"";
690;" N 53° 11' 51"" ";" E 008° 12' 30"" "; 26.01.2022 ; 18:45 ;213969;" N 53° 29' 12"" ";" E 008° 28' 52"" "; 26.01.2022 ; 20:04 ;214020;0;" """"";
691;" N 53° 29' 11"" ";" E 008° 28' 52"" "; 26.01.2022 ; 20:44 ;214020;" N 53° 34' 21"" ";" E 008° 21' 49"" "; 26.01.2022 ; 21:07 ;214039;1;" """"";
692;" N 53° 34' 21"" ";" E 008° 21' 49"" "; 27.01.2022 ; 06:56 ;214039;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 27.01.2022 ; 06:59 ;214040;0;" """"";
693;" N 53° 34' 28"" ";" E 008° 21' 45"" "; 27.01.2022 ; 08:21 ;214040;" N 53° 34' 23"" ";" E 008° 21' 37"" "; 27.01.2022 ; 08:22 ;214040;0;" """"";
694;" N 53° 34' 23"" ";" E 008° 21' 37"" "; 27.01.2022 ; 08:24 ;214040;" N 53° 34' 23"" ";" E 008° 21' 51"" "; 27.01.2022 ; 08:27 ;214041;0;" """"";
695;" N 00° 00' 00"" ";" E 000° 00' 00"" "; 27.01.2022 ; 17:02 ;214041;" N 53° 34' 21"" ";" E 008° 21' 49"" "; 27.01.2022 ; 17:03 ;214041;0;" """"";
696;" N 53° 34' 23"" ";" E 008° 21' 51"" "; 28.01.2022 ; 08:42 ;214041;" N 53° 34' 31"" ";" E 008° 21' 43"" "; 28.01.2022 ; 08:43 ;214041;0;" """"";
697;" N 53° 34' 29"" ";" E 008° 21' 40"" "; 28.01.2022 ; 09:22 ;214041;" N 53° 34' 30"" ";" E 008° 21' 42"" "; 28.01.2022 ; 09:22 ;214041;0;" """"";
698;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 28.01.2022 ; 15:10 ;214041;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 28.01.2022 ; 15:15 ;214042;0;" """"";
699;" N 53° 34' 22"" ";" E 008° 21' 55"" "; 28.01.2022 ; 15:51 ;214042;" N 53° 29' 47"" ";" E 008° 27' 53"" "; 28.01.2022 ; 16:06 ;214058;1;" """"";
700;" N 53° 29' 46"" ";" E 008° 27' 52"" "; 28.01.2022 ; 17:20 ;214058;" N 53° 30' 11"" ";" E 008° 28' 21"" "; 28.01.2022 ; 17:26 ;214060;1;" """"";
701;" N 53° 30' 13"" ";" E 008° 28' 27"" "; 28.01.2022 ; 17:47 ;214060;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 28.01.2022 ; 18:26 ;214075;0;" """"";
702;" N 53° 34' 33"" ";" E 008° 21' 41"" "; 28.01.2022 ; 19:13 ;214075;" N 53° 34' 21"" ";" E 008° 21' 49"" "; 28.01.2022 ; 19:26 ;214086;0;" """"";
703;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 28.01.2022 ; 22:57 ;214086;" N 53° 29' 10"" ";" E 008° 28' 51"" "; 28.01.2022 ; 23:19 ;214105;0;" """"";
704;" N 53° 29' 10"" ";" E 008° 28' 51"" "; 29.01.2022 ; 00:16 ;214105;" N 53° 10' 42"" ";" E 008° 34' 38"" "; 29.01.2022 ; 00:58 ;214168;1;" """"";
705;" N 53° 10' 42"" ";" E 008° 34' 38"" "; 29.01.2022 ; 03:09 ;214168;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 29.01.2022 ; 03:57 ;214240;1;" """"";
706;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 29.01.2022 ; 09:01 ;214240;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 29.01.2022 ; 09:16 ;214252;0;" """"";
707;" N 53° 34' 29"" ";" E 008° 21' 44"" "; 29.01.2022 ; 09:45 ;214252;" N 53° 34' 21"" ";" E 008° 21' 49"" "; 29.01.2022 ; 09:46 ;214252;0;" """"";
708;" N 53° 34' 23"" ";" E 008° 21' 50"" "; 29.01.2022 ; 13:59 ;214252;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 29.01.2022 ; 14:00 ;214252;0;" """"";
709;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 29.01.2022 ; 21:32 ;214252;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 29.01.2022 ; 21:33 ;214253;0;" """"";
710;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 30.01.2022 ; 12:50 ;214253;" N 53° 34' 29"" ";" E 008° 21' 44"" "; 30.01.2022 ; 12:51 ;214253;0;" """"";
711;" N 53° 34' 28"" ";" E 008° 21' 40"" "; 30.01.2022 ; 13:26 ;214253;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 30.01.2022 ; 13:32 ;214254;0;" """"";
712;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 31.01.2022 ; 08:22 ;214254;" N 53° 19' 39"" ";" E 008° 28' 23"" "; 31.01.2022 ; 09:03 ;214290;1;" """"";
713;" N 53° 19' 40"" ";" E 008° 28' 23"" "; 31.01.2022 ; 09:31 ;214290;" N 53° 19' 59"" ";" E 008° 27' 39"" "; 31.01.2022 ; 09:38 ;214292;1;" """"";
714;" N 53° 19' 58"" ";" E 008° 27' 39"" "; 31.01.2022 ; 10:15 ;214292;" N 53° 29' 25"" ";" E 008° 28' 46"" "; 31.01.2022 ; 10:52 ;214313;1;" """"";
715;" N 53° 29' 31"" ";" E 008° 28' 51"" "; 31.01.2022 ; 11:00 ;214313;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 31.01.2022 ; 11:43 ;214339;0;" """"";
716;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 31.01.2022 ; 12:14 ;214339;" N 53° 34' 27"" ";" E 008° 21' 46"" "; 31.01.2022 ; 12:15 ;214340;0;" """"";
717;" N 53° 34' 33"" ";" E 008° 21' 40"" "; 31.01.2022 ; 12:28 ;214340;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 31.01.2022 ; 12:29 ;214340;0;" """"";
718;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 31.01.2022 ; 13:42 ;214340;" N 53° 31' 25"" ";" E 008° 31' 18"" "; 31.01.2022 ; 13:57 ;214354;0;" """"";
719;" N 53° 31' 21"" ";" E 008° 31' 10"" "; 31.01.2022 ; 14:03 ;214354;" N 53° 13' 31"" ";" E 008° 35' 38"" "; 31.01.2022 ; 14:40 ;214409;1;" """"";
720;" N 53° 13' 32"" ";" E 008° 35' 38"" "; 31.01.2022 ; 16:36 ;214409;" N 53° 31' 25"" ";" E 008° 31' 18"" "; 31.01.2022 ; 17:12 ;214463;1;" """"";
721;" N 53° 31' 23"" ";" E 008° 31' 14"" "; 31.01.2022 ; 17:23 ;214463;" N 53° 31' 19"" ";" E 008° 31' 15"" "; 31.01.2022 ; 17:24 ;214463;0;" """"";
722;" N 53° 31' 19"" ";" E 008° 31' 15"" "; 31.01.2022 ; 17:27 ;214463;" N 53° 29' 19"" ";" E 008° 28' 02"" "; 31.01.2022 ; 17:37 ;214471;0;" """"";
723;" N 53° 29' 18"" ";" E 008° 28' 01"" "; 31.01.2022 ; 20:20 ;214471;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 31.01.2022 ; 20:37 ;214489;1;" """"";
724;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 31.01.2022 ; 21:11 ;214489;" N 53° 34' 54"" ";" E 008° 15' 53"" "; 31.01.2022 ; 21:21 ;214499;0;" """"";
725;" N 53° 34' 55"" ";" E 008° 15' 54"" "; 31.01.2022 ; 22:38 ;214499;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 31.01.2022 ; 22:47 ;214509;0;" """"";
726;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 01.02.2022 ; 07:56 ;214509;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 01.02.2022 ; 07:57 ;214509;0;" """"";
727;" N 53° 34' 31"" ";" E 008° 21' 43"" "; 01.02.2022 ; 08:35 ;214509;" N 53° 34' 31"" ";" E 008° 21' 43"" "; 01.02.2022 ; 08:57 ;214521;0;" """"";
728;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 01.02.2022 ; 09:45 ;214521;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 01.02.2022 ; 09:46 ;214521;0;" """"";
729;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 01.02.2022 ; 10:34 ;214521;" N 53° 34' 29"" ";" E 008° 21' 44"" "; 01.02.2022 ; 10:34 ;214521;0;" """"";
730;" N 53° 34' 29"" ";" E 008° 21' 44"" "; 01.02.2022 ; 15:40 ;214521;" N 53° 34' 24"" ";" E 008° 21' 49"" "; 01.02.2022 ; 15:41 ;214522;0;" """"";
731;" N 53° 34' 23"" ";" E 008° 21' 50"" "; 01.02.2022 ; 16:42 ;214522;" N 53° 30' 11"" ";" E 008° 28' 21"" "; 01.02.2022 ; 17:02 ;214536;0;" """"";
732;" N 53° 30' 11"" ";" E 008° 28' 20"" "; 01.02.2022 ; 17:21 ;214536;" N 53° 30' 41"" ";" E 008° 29' 49"" "; 01.02.2022 ; 17:32 ;214539;0;" """"";
733;" N 53° 30' 40"" ";" E 008° 29' 47"" "; 01.02.2022 ; 18:22 ;214539;" N 53° 34' 31"" ";" E 008° 21' 43"" "; 01.02.2022 ; 18:36 ;214554;1;" """"";
734;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 01.02.2022 ; 19:00 ;214554;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 01.02.2022 ; 19:01 ;214554;0;" """"";
735;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 02.02.2022 ; 07:01 ;214554;" N 53° 34' 28"" ";" E 008° 21' 45"" "; 02.02.2022 ; 07:02 ;214554;0;" """"";
736;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 02.02.2022 ; 07:22 ;214554;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 02.02.2022 ; 07:23 ;214555;0;" """"";
737;" N 53° 34' 23"" ";" E 008° 21' 51"" "; 02.02.2022 ; 09:35 ;214555;" N 53° 34' 28"" ";" E 008° 21' 45"" "; 02.02.2022 ; 09:36 ;214555;0;" """"";
738;" N 53° 34' 28"" ";" E 008° 21' 45"" "; 02.02.2022 ; 10:29 ;214555;" N 53° 34' 24"" ";" E 008° 21' 49"" "; 02.02.2022 ; 10:30 ;214555;0;" """"";
739;" N 00° 00' 00"" ";" E 000° 00' 00"" "; 02.02.2022 ; 10:38 ;214555;" N 00° 00' 00"" ";" E 000° 00' 00"" "; 02.02.2022 ; 10:39 ;214555;0;" """"";
740;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 02.02.2022 ; 13:27 ;214555;" N 53° 34' 29"" ";" E 008° 21' 44"" "; 02.02.2022 ; 13:28 ;214556;0;" """"";
741;" N 53° 34' 29"" ";" E 008° 21' 45"" "; 02.02.2022 ; 14:27 ;214556;" N 53° 34' 21"" ";" E 008° 21' 49"" "; 02.02.2022 ; 14:29 ;214556;0;" """"";
742;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 02.02.2022 ; 15:01 ;214556;" N 53° 29' 11"" ";" E 008° 27' 25"" "; 02.02.2022 ; 15:17 ;214574;0;" """"";
743;" N 53° 29' 10"" ";" E 008° 27' 26"" "; 02.02.2022 ; 15:38 ;214574;" N 53° 29' 11"" ";" E 008° 28' 04"" "; 02.02.2022 ; 15:43 ;214576;0;" """"";
744;" N 53° 31' 25"" ";" E 008° 31' 17"" "; 02.02.2022 ; 17:13 ;214582;" N 53° 34' 31"" ";" E 008° 21' 43"" "; 02.02.2022 ; 17:25 ;214596;0;" """"";
745;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 02.02.2022 ; 18:01 ;214596;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 02.02.2022 ; 18:19 ;214607;0;" """"";
746;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 03.02.2022 ; 12:40 ;214607;" N 53° 34' 29"" ";" E 008° 21' 44"" "; 03.02.2022 ; 12:41 ;214608;0;" """"";
747;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 03.02.2022 ; 13:27 ;214608;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 03.02.2022 ; 13:28 ;214608;0;" """"";
748;" N 53° 34' 23"" ";" E 008° 21' 51"" "; 03.02.2022 ; 13:33 ;214608;" N 53° 29' 11"" ";" E 008° 27' 28"" "; 03.02.2022 ; 14:18 ;214628;0;" """"";
749;" N 53° 34' 34"" ";" E 008° 21' 36"" "; 03.02.2022 ; 18:59 ;214645;" N 53° 34' 31"" ";" E 008° 21' 43"" "; 03.02.2022 ; 19:30 ;214664;0;" """"";
750;" N 53° 34' 31"" ";" E 008° 21' 43"" "; 03.02.2022 ; 19:46 ;214664;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 03.02.2022 ; 19:57 ;214676;0;" """"";
751;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 04.02.2022 ; 06:52 ;214676;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 04.02.2022 ; 06:53 ;214676;0;" """"";
752;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 04.02.2022 ; 07:43 ;214676;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 04.02.2022 ; 07:44 ;214676;0;" """"";
753;" N 53° 34' 23"" ";" E 008° 21' 51"" "; 04.02.2022 ; 08:06 ;214676;" N 53° 31' 38"" ";" E 008° 35' 20"" "; 04.02.2022 ; 08:54 ;214727;1;" """"";
754;" N 53° 31' 38"" ";" E 008° 35' 22"" "; 04.02.2022 ; 09:35 ;214727;" N 53° 29' 12"" ";" E 008° 28' 04"" "; 04.02.2022 ; 10:02 ;214755;1;" """"";
755;" N 53° 29' 12"" ";" E 008° 28' 04"" "; 04.02.2022 ; 10:36 ;214755;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 04.02.2022 ; 11:14 ;214776;0;" """"";
756;" N 53° 34' 34"" ";" E 008° 21' 35"" "; 04.02.2022 ; 14:24 ;214777;" N 53° 34' 28"" ";" E 008° 21' 45"" "; 04.02.2022 ; 14:53 ;214796;0;" """"";
757;" N 53° 34' 30"" ";" E 008° 21' 41"" "; 04.02.2022 ; 16:15 ;214796;" N 53° 34' 31"" ";" E 008° 21' 43"" "; 04.02.2022 ; 16:26 ;214798;0;" """"";
758;" N 53° 34' 31"" ";" E 008° 21' 43"" "; 04.02.2022 ; 17:06 ;214798;" N 53° 34' 21"" ";" E 008° 21' 48"" "; 04.02.2022 ; 17:11 ;214799;0;" """"";
